State,Crime_Head,Year,Count
Total (UTs),15 - Total Crimes against Women,2014,15929
Total (All India),1 - Rape (Section 376 IPC),2014,36735
Total (All India),1.1 - Custodial Rape,2014,198
Total (All India),1.1.1 - Custodial_Gang Rape,2014,7
Total (All India),1.1.2 - Custodial_Other Rape,2014,191
Total (All India),1.2 - Rape other than Custodial,2014,36537
Total (All India),1.2.1 - Rape_Gang Rape,2014,2346
Total (All India),1.2.2 - Rape_Others,2014,34191
Total (All India),2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,4234
Total (All India),"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,57311
Total (All India),3.1 - Kidnaping & Abduction Section 363 IPC,2014,17016
Total (All India),3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,206
Total (All India),3.3 - Kidnapping for Ransom Section 364A,2014,91
Total (All India),3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,30874
Total (All India),3.5 - Kidnapping & Abduction of Women-Other,2014,9124
Total (All India),4 - Dowry Deaths (Section 304-B IPC),2014,8455
Total (All India),5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,82235
Total (All India),5.1 - Sexual Harassment,2014,21938
Total (All India),5.2 - Assault on women with intent to Disrobe,2014,6412
Total (All India),5.3 - Voyeurism,2014,674
Total (All India),5.4 - Stalking,2014,4699
Total (All India),5.5 - Others,2014,48512
Total (All India),6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,9735
Total (All India),6.1 - At Office premises,2014,57
Total (All India),6.2 - Other places related to work,2014,469
Total (All India),6.3 - In Public Transport system,2014,121
Total (All India),6.4 - in Other Places,2014,9088
Total (All India),7 - Cruelty by Husband or his Relatives (Section 498A),2014,122877
Total (All India),8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,13
Total (All India),9 - Abetment of Suicides of Women u/s 306 IPC,2014,3734
Total (All India),"10 - Dowry Prohibition Act, 1961",2014,10050
Total (All India),"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,47
Total (All India),12 - Commission of Sati Prevention Act 1987,2014,0
Total (All India),"13 - Protection of Women from Domestic Violence Act, 2005",2014,426
Total (All India),14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,2070
Total (All India),14.1 - Under ITP Section 5,2014,605
Total (All India),14.2 - Under ITP Section 6,2014,81
Total (All India),14.3 - Under ITP Section 7,2014,120
Total (All India),14.4 - Under ITP Section 8,2014,104
Total (All India),14.5 - Other Sections under ITP Act,2014,1160
Total (All India),15 - Total Crimes against Women,2014,337922
Andhra Pradesh,RAPE,2001,871
Arunachal Pradesh,RAPE,2001,33
Assam,RAPE,2001,817
Bihar,RAPE,2001,888
Chhattisgarh,RAPE,2001,959
Goa,RAPE,2001,12
Gujarat,RAPE,2001,286
Haryana,RAPE,2001,398
Himachal Pradesh,RAPE,2001,124
Jammu & Kashmir,RAPE,2001,169
Jharkhand,RAPE,2001,567
Karnataka,RAPE,2001,293
Kerala,RAPE,2001,562
Madhya Pradesh,RAPE,2001,2851
Maharashtra,RAPE,2001,1302
Manipur,RAPE,2001,20
Meghalaya,RAPE,2001,26
Mizoram,RAPE,2001,52
Nagaland,RAPE,2001,17
Odisha,RAPE,2001,790
Punjab,RAPE,2001,298
Rajasthan,RAPE,2001,1049
Sikkim,RAPE,2001,8
Tamil Nadu,RAPE,2001,423
Tripura,RAPE,2001,102
Uttar Pradesh,RAPE,2001,1958
Uttarakhand,RAPE,2001,74
West Bengal,RAPE,2001,709
A&N Islands,RAPE,2001,3
Chandigarh,RAPE,2001,18
D&N Haveli,RAPE,2001,6
Daman & Diu,RAPE,2001,0
Delhi UT,RAPE,2001,381
Lakshadweep,RAPE,2001,0
Puducherry,RAPE,2001,9
All India,RAPE,2001,16075
Andhra Pradesh,KIDNAPPING & ABDUCTION,2001,765
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2001,55
Assam,KIDNAPPING & ABDUCTION,2001,1070
Bihar,KIDNAPPING & ABDUCTION,2001,518
Chhattisgarh,KIDNAPPING & ABDUCTION,2001,171
Goa,KIDNAPPING & ABDUCTION,2001,6
Gujarat,KIDNAPPING & ABDUCTION,2001,857
Haryana,KIDNAPPING & ABDUCTION,2001,297
Himachal Pradesh,KIDNAPPING & ABDUCTION,2001,105
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2001,504
Jharkhand,KIDNAPPING & ABDUCTION,2001,279
Karnataka,KIDNAPPING & ABDUCTION,2001,271
Kerala,KIDNAPPING & ABDUCTION,2001,97
Madhya Pradesh,KIDNAPPING & ABDUCTION,2001,668
Maharashtra,KIDNAPPING & ABDUCTION,2001,611
Manipur,KIDNAPPING & ABDUCTION,2001,62
Meghalaya,KIDNAPPING & ABDUCTION,2001,11
Mizoram,KIDNAPPING & ABDUCTION,2001,1
Nagaland,KIDNAPPING & ABDUCTION,2001,6
Odisha,KIDNAPPING & ABDUCTION,2001,434
Punjab,KIDNAPPING & ABDUCTION,2001,324
Rajasthan,KIDNAPPING & ABDUCTION,2001,2165
Sikkim,KIDNAPPING & ABDUCTION,2001,2
Tamil Nadu,KIDNAPPING & ABDUCTION,2001,607
Tripura,KIDNAPPING & ABDUCTION,2001,35
Uttar Pradesh,KIDNAPPING & ABDUCTION,2001,2879
Uttarakhand,KIDNAPPING & ABDUCTION,2001,126
West Bengal,KIDNAPPING & ABDUCTION,2001,695
A&N Islands,KIDNAPPING & ABDUCTION,2001,2
Chandigarh,KIDNAPPING & ABDUCTION,2001,50
D&N Haveli,KIDNAPPING & ABDUCTION,2001,2
Daman & Diu,KIDNAPPING & ABDUCTION,2001,3
Delhi UT,KIDNAPPING & ABDUCTION,2001,964
Lakshadweep,KIDNAPPING & ABDUCTION,2001,0
Puducherry,KIDNAPPING & ABDUCTION,2001,3
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2001,14645
Andhra Pradesh,DOWRY DEATH,2001,420
Arunachal Pradesh,DOWRY DEATH,2001,0
Assam,DOWRY DEATH,2001,59
Bihar,DOWRY DEATH,2001,859
Chhattisgarh,DOWRY DEATH,2001,70
Goa,DOWRY DEATH,2001,2
Gujarat,DOWRY DEATH,2001,67
Haryana,DOWRY DEATH,2001,285
Himachal Pradesh,DOWRY DEATH,2001,10
Jammu & Kashmir,DOWRY DEATH,2001,13
Jharkhand,DOWRY DEATH,2001,217
Karnataka,DOWRY DEATH,2001,220
Kerala,DOWRY DEATH,2001,27
Madhya Pradesh,DOWRY DEATH,2001,609
Maharashtra,DOWRY DEATH,2001,308
Manipur,DOWRY DEATH,2001,0
Meghalaya,DOWRY DEATH,2001,0
Mizoram,DOWRY DEATH,2001,0
Nagaland,DOWRY DEATH,2001,0
Odisha,DOWRY DEATH,2001,294
Punjab,DOWRY DEATH,2001,159
Rajasthan,DOWRY DEATH,2001,376
Sikkim,DOWRY DEATH,2001,0
Tamil Nadu,DOWRY DEATH,2001,191
Tripura,DOWRY DEATH,2001,16
Uttar Pradesh,DOWRY DEATH,2001,2211
Uttarakhand,DOWRY DEATH,2001,56
West Bengal,DOWRY DEATH,2001,265
A&N Islands,DOWRY DEATH,2001,0
Chandigarh,DOWRY DEATH,2001,3
D&N Haveli,DOWRY DEATH,2001,0
Daman & Diu,DOWRY DEATH,2001,0
Delhi UT,DOWRY DEATH,2001,113
Lakshadweep,DOWRY DEATH,2001,0
Puducherry,DOWRY DEATH,2001,1
ALL INDIA ,DOWRY DEATH,2001,6851
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,3544
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,78
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,850
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,562
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,1763
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,17
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,756
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,478
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,310
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,622
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,297
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,1665
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,1942
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,7063
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,2823
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,21
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,25
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,52
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,6
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,1655
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,372
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,2878
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,0
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,1773
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,58
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,2870
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,103
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,954
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,19
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,24
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,7
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,0
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,502
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,0
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,35
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2001,34124
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2001,2271
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2001,3
Assam,INSULT TO THE MODESTY OF WOMEN,2001,4
Bihar,INSULT TO THE MODESTY OF WOMEN,2001,21
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2001,161
Goa,INSULT TO THE MODESTY OF WOMEN,2001,7
Gujarat,INSULT TO THE MODESTY OF WOMEN,2001,111
Haryana,INSULT TO THE MODESTY OF WOMEN,2001,401
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2001,14
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2001,288
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2001,5
Karnataka,INSULT TO THE MODESTY OF WOMEN,2001,81
Kerala,INSULT TO THE MODESTY OF WOMEN,2001,81
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2001,751
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2001,1120
Manipur,INSULT TO THE MODESTY OF WOMEN,2001,0
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2001,0
Mizoram,INSULT TO THE MODESTY OF WOMEN,2001,0
Nagaland,INSULT TO THE MODESTY OF WOMEN,2001,0
Odisha,INSULT TO THE MODESTY OF WOMEN,2001,458
Punjab,INSULT TO THE MODESTY OF WOMEN,2001,47
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2001,56
Sikkim,INSULT TO THE MODESTY OF WOMEN,2001,14
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2001,1012
Tripura,INSULT TO THE MODESTY OF WOMEN,2001,0
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2001,2575
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2001,84
West Bengal,INSULT TO THE MODESTY OF WOMEN,2001,48
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2001,1
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2001,15
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2001,0
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2001,0
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2001,90
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2001,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,2001,27
All India,INSULT TO THE MODESTY OF WOMEN,2001,9746
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2001,5791
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2001,11
Assam,CRUELTY BY HUSBAND OR RELATIVES,2001,1248
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2001,1558
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2001,840
Goa,CRUELTY BY HUSBAND OR RELATIVES,2001,11
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2001,3667
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2001,1513
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2001,317
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2001,50
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2001,484
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2001,1755
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2001,2561
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2001,2562
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2001,6090
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2001,5
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2001,4
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2001,16
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2001,0
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2001,1266
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2001,1128
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2001,5532
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2001,0
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2001,815
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2001,227
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2001,7365
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2001,301
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2001,3859
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2001,9
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2001,36
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2001,4
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2001,4
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2001,138
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2001,0
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2001,3
All India,CRUELTY BY HUSBAND OR RELATIVES,2001,49170
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2001,1332
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2001,6
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2001,29
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2001,12
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2001,28
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2001,61
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2001,21
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2001,1
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2001,7
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2001,3
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2001,1356
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2001,132
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2001,15
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2001,233
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2001,4
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2001,2
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2001,1
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2001,24
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2001,32
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2001,68
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2001,5232
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2001,26
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2001,31
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2001,3
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2001,3
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2001,95
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2001,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2001,39
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2001,8796
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,925
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,10
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,3
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,42
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,9
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,1
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,46
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,11
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,3
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,1
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,1
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2001,1052
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2001,16477
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2001,180
Assam,TOTAL CRIMES AGAINST WOMEN,2001,4243
Bihar,TOTAL CRIMES AGAINST WOMEN,2001,5356
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2001,3989
Goa,TOTAL CRIMES AGAINST WOMEN,2001,83
Gujarat,TOTAL CRIMES AGAINST WOMEN,2001,5805
Haryana,TOTAL CRIMES AGAINST WOMEN,2001,3393
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2001,890
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2001,1656
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2001,2229
Karnataka,TOTAL CRIMES AGAINST WOMEN,2001,6002
Kerala,TOTAL CRIMES AGAINST WOMEN,2001,5450
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2001,14549
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2001,12524
Manipur,TOTAL CRIMES AGAINST WOMEN,2001,112
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2001,66
Mizoram,TOTAL CRIMES AGAINST WOMEN,2001,126
Nagaland,TOTAL CRIMES AGAINST WOMEN,2001,30
Odisha,TOTAL CRIMES AGAINST WOMEN,2001,5357
Punjab,TOTAL CRIMES AGAINST WOMEN,2001,2361
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2001,12175
Sikkim,TOTAL CRIMES AGAINST WOMEN,2001,24
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2001,10111
Tripura,TOTAL CRIMES AGAINST WOMEN,2001,438
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2001,20227
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2001,749
West Bengal,TOTAL CRIMES AGAINST WOMEN,2001,6570
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2001,34
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2001,150
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2001,19
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2001,10
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2001,2291
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2001,0
Puducherry,TOTAL CRIMES AGAINST WOMEN,2001,119
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2001,143795
Andhra Pradesh,RAPE,2002,1002
Arunachal Pradesh,RAPE,2002,38
Assam,RAPE,2002,970
Bihar,RAPE,2002,1040
Chhattisgarh,RAPE,2002,992
Goa,RAPE,2002,12
Gujarat,RAPE,2002,267
Haryana,RAPE,2002,361
Himachal Pradesh,RAPE,2002,137
Jammu & Kashmir,RAPE,2002,192
Jharkhand,RAPE,2002,797
Karnataka,RAPE,2002,292
Kerala,RAPE,2002,499
Madhya Pradesh,RAPE,2002,2891
Maharashtra,RAPE,2002,1352
Manipur,RAPE,2002,14
Meghalaya,RAPE,2002,38
Mizoram,RAPE,2002,76
Nagaland,RAPE,2002,17
Odisha,RAPE,2002,691
Punjab,RAPE,2002,299
Rajasthan,RAPE,2002,1051
Sikkim,RAPE,2002,6
Tamil Nadu,RAPE,2002,534
Tripura,RAPE,2002,108
Uttar Pradesh,RAPE,2002,1415
Uttarakhand,RAPE,2002,89
West Bengal,RAPE,2002,759
A&N Islands,RAPE,2002,2
Chandigarh,RAPE,2002,18
D&N Haveli,RAPE,2002,4
Daman & Diu,RAPE,2002,0
Delhi UT,RAPE,2002,403
Lakshadweep,RAPE,2002,1
Puducherry,RAPE,2002,6
All India,RAPE,2002,16373
Andhra Pradesh,KIDNAPPING & ABDUCTION,2002,854
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2002,38
Assam,KIDNAPPING & ABDUCTION,2002,1276
Bihar,KIDNAPPING & ABDUCTION,2002,744
